tick,date,agents in quarantine,average age,SUSCEPTIBLE,EXPOSED,ASYMPTOMATIC,PREINFECTED,INFECTED,HOSPITALIZING,VENTILATING,RECOVERED,DEAD
4176,2020-03-23,307,48.4332,0,0,0,0,37,78,4,188,0
4320,2020-03-24,349,48.5989,0,0,0,0,36,92,6,215,0
4464,2020-03-25,383,48.5196,0,0,0,0,35,106,8,232,2
4608,2020-03-26,403,47.9826,0,0,0,0,30,109,9,250,5
4752,2020-03-27,432,47.5023,0,0,0,0,26,119,11,271,5
4896,2020-03-28,460,47.7239,0,0,0,0,27,117,13,298,5
5040,2020-03-29,480,47.3104,0,0,0,0,22,123,12,314,9
5184,2020-03-30,494,47.2287,0,0,0,0,25,122,12,326,9
5328,2020-03-31,474,46.9451,0,0,0,0,18,124,11,311,10
5472,2020-04-01,463,47.3737,0,0,0,0,16,121,11,306,9
5616,2020-04-02,453,47.0486,0,0,0,0,19,112,9,302,11
5760,2020-04-03,446,46.7377,0,0,0,0,16,109,7,305,9
5904,2020-04-04,428,46.4766,0,0,0,0,23,101,7,292,5
6048,2020-04-05,415,46.3422,0,0,0,0,22,93,7,288,5
6192,2020-04-06,395,47.3949,0,0,0,0,19,89,7,274,6
6336,2020-04-07,374,47.7513,0,0,0,0,24,84,6,256,4
6480,2020-04-08,351,48.0427,0,0,0,0,23,81,8,236,3
6624,2020-04-09,344,49.2326,0,0,0,0,18,86,6,231,3
6768,2020-04-10,324,50.5216,0,0,0,0,20,84,3,215,2
6912,2020-04-11,305,51.0492,0,0,0,0,23,82,3,195,2
7056,2020-04-12,293,51.8294,0,0,0,0,28,78,3,181,3
7200,2020-04-13,271,52.5203,0,0,0,0,24,76,5,161,5
7344,2020-04-14,264,53.1326,0,0,0,0,19,79,5,154,7
7488,2020-04-15,260,52.8846,0,0,0,0,14,81,4,151,10
7632,2020-04-16,246,54.0244,0,0,0,0,12,76,4,141,13
7776,2020-04-17,231,54.355,0,0,0,0,9,75,4,130,13
7920,2020-04-18,210,53.8619,0,0,0,0,5,65,3,123,14
8064,2020-04-19,190,54.2632,0,0,0,0,6,56,2,109,17
8208,2020-04-20,174,53.4655,0,0,0,0,5,49,3,103,14
8352,2020-04-21,611,43.1997,151,2,4,0,4,43,2,394,11
8496,2020-04-22,609,43.023,155,1,4,1,3,41,1,393,10
8640,2020-04-23,690,41.6783,247,1,3,0,6,36,2,387,8
8784,2020-04-24,1057,40.8836,382,5,2,2,4,31,2,624,5
8928,2020-04-25,1117,39.0788,445,6,5,2,4,28,2,625,0
9072,2020-04-26,1620,39.4451,963,3,5,4,4,23,1,617,0
9216,2020-04-27,1945,39.3306,1095,9,8,2,8,22,1,800,0
9360,2020-04-28,1988,38.9995,1136,5,9,3,8,18,2,807,0
9504,2020-04-29,1752,39.8305,1057,6,8,1,7,18,2,653,0
9648,2020-04-30,2106,39.8875,1413,8,7,0,8,16,2,652,0
9792,2020-05-01,2478,39.5952,1638,4,8,3,4,14,2,805,0
9936,2020-05-02,2119,39.4068,1503,3,7,3,3,12,3,585,0
10080,2020-05-03,2319,39.8676,1730,3,10,1,7,11,2,555,0
10224,2020-05-04,2292,40.0502,1486,5,7,1,7,11,2,773,0
10368,2020-05-05,2117,40.9088,1752,5,6,1,10,10,1,332,0
10512,2020-05-06,1744,41.035,1598,1,7,1,6,8,1,122,0
10656,2020-05-07,1765,40.5666,1609,4,5,1,6,7,1,132,0
10800,2020-05-08,1379,40.62,1265,3,4,1,2,9,1,94,0
10944,2020-05-09,2050,39.2259,1764,1,6,1,2,7,0,268,1
11088,2020-05-10,2293,39.5469,1759,1,6,1,1,8,0,516,1
11232,2020-05-11,1715,39.0367,1380,2,3,1,0,6,0,322,1
11376,2020-05-12,1886,40.1898,1510,23,20,3,6,5,1,317,1
11520,2020-05-13,1549,40.5933,1178,22,17,4,6,5,1,316,0
11664,2020-05-14,1525,40.5954,1157,17,20,2,7,6,1,315,0
11808,2020-05-15,1475,41.1329,1120,13,22,2,8,5,1,304,0
11952,2020-05-16,1476,41.1518,1117,11,20,4,10,3,1,310,0
12096,2020-05-17,1154,41.279,802,12,19,5,11,3,1,301,0
12240,2020-05-18,825,40.2097,691,7,20,5,12,3,2,85,0
12384,2020-05-19,601,37.4293,500,6,15,3,14,3,1,59,0
12528,2020-05-20,469,36.049,384,2,15,1,11,9,0,47,0
12672,2020-05-21,839,38.5375,727,10,11,2,10,9,0,70,0
12816,2020-05-22,836,38.5096,726,8,7,2,11,9,0,73,0
12960,2020-05-23,819,41.4322,708,6,6,3,10,7,0,78,1
13104,2020-05-24,886,40.0068,794,4,7,2,7,10,0,60,2
13248,2020-05-25,860,40.7047,769,2,7,1,7,11,0,61,2
13392,2020-05-26,641,38.8846,620,0,1,0,0,2,0,18,0
13536,2020-05-27,641,38.8846,620,0,1,0,0,2,0,18,0
13680,2020-05-28,818,41.5073,720,9,2,0,6,14,0,64,3
13824,2020-05-29,583,41.6123,486,6,5,0,7,14,0,62,3
13968,2020-05-30,582,41.5653,486,5,6,0,4,14,0,63,4
14112,2020-05-31,382,42.1257,286,3,7,1,2,15,0,64,4
14256,2020-06-01,589,43.5484,312,2,6,2,1,12,0,251,3
14400,2020-06-02,589,43.5484,312,1,5,2,0,12,0,253,4
14544,2020-06-03,473,41.3594,239,0,5,1,1,11,0,212,4
14688,2020-06-04,458,41.2031,239,0,1,0,0,9,0,206,3
14832,2020-06-05,616,42.5292,336,3,3,0,2,10,0,256,6
14976,2020-06-06,612,42.5899,334,3,2,0,1,8,1,257,6
15120,2020-06-07,618,42.7362,334,2,2,1,1,8,1,262,7
15264,2020-06-08,519,43.2678,238,0,3,1,1,8,1,260,7
15408,2020-06-09,217,45.2719,135,0,1,1,0,6,1,69,4
15552,2020-06-10,217,45.2719,133,2,1,0,1,7,0,69,4
15696,2020-06-11,123,41.7724,105,2,0,0,0,2,0,11,3
15840,2020-06-12,122,41.582,105,2,0,0,0,1,0,11,3
15984,2020-06-13,292,46.4486,199,2,0,2,0,3,0,79,7
16128,2020-06-14,289,46.4775,197,2,0,2,0,3,0,78,7
16272,2020-06-15,339,45.5103,248,3,1,1,1,4,0,74,7
16416,2020-06-16,339,45.5103,248,3,1,1,1,4,0,74,7
16560,2020-06-17,321,43.6386,245,2,2,0,1,3,0,65,3
16704,2020-06-18,320,43.6375,244,1,2,0,1,2,0,67,3
16848,2020-06-19,112,44.2143,89,1,0,1,1,1,0,15,4
16992,2020-06-20,112,44.2143,89,1,0,1,0,1,0,16,4
17136,2020-06-21,476,44.0189,386,3,1,0,1,1,0,78,6
17280,2020-06-22,476,44.0189,386,0,1,2,1,1,0,79,6
17424,2020-06-23,902,42.3104,814,0,1,2,1,0,0,78,6
17568,2020-06-24,900,42.3189,812,0,1,1,2,0,0,78,6
17712,2020-06-25,880,42.1318,798,0,1,1,3,0,0,73,4
17856,2020-06-26,875,42.1486,794,0,1,0,3,0,0,73,4
18000,2020-06-27,706,40.6346,697,0,0,0,1,1,0,7,0
18144,2020-06-28,710,40.4225,698,1,0,0,1,1,0,9,0
18288,2020-06-29,702,42.7194,613,0,1,0,1,0,0,80,7
18432,2020-06-30,700,42.74,611,0,1,0,1,0,0,80,7
