tick,date,agents in quarantine,average age,SUSCEPTIBLE,EXPOSED,ASYMPTOMATIC,PREINFECTED,INFECTED,HOSPITALIZING,VENTILATING,RECOVERED,DEAD
4176,2020-03-23,4104,40.1793,2030,144,293,33,53,29,1,1521,0
4320,2020-03-24,4575,40.2308,2259,114,379,41,66,32,1,1683,0
4464,2020-03-25,5086,40.2523,2670,87,373,42,80,35,2,1797,0
4608,2020-03-26,5913,40.0884,3254,182,391,46,90,40,1,1909,0
4752,2020-03-27,7529,39.8411,4403,348,454,51,102,43,0,2128,0
4896,2020-03-28,7669,39.7688,4769,280,471,70,94,42,2,1941,0
5040,2020-03-29,6765,39.5367,4459,245,511,55,113,45,2,1335,0
5184,2020-03-30,10384,39.7597,7140,376,662,95,133,43,4,1931,0
5328,2020-03-31,12699,39.7514,8916,240,709,102,145,48,5,2534,0
5472,2020-04-01,13454,39.4842,9918,218,675,88,154,49,5,2346,1
5616,2020-04-02,12895,39.3529,9528,173,587,58,169,54,5,2319,2
5760,2020-04-03,14957,39.4572,11112,404,692,61,188,52,5,2441,2
5904,2020-04-04,15513,39.5052,11804,354,681,68,182,49,4,2369,2
6048,2020-04-05,15873,39.4911,11984,361,750,80,161,52,4,2479,2
6192,2020-04-06,18071,39.6377,13620,492,946,128,189,56,3,2634,3
6336,2020-04-07,19983,39.6741,14770,412,1091,160,206,65,4,3271,4
6480,2020-04-08,21735,39.8094,15678,350,1055,117,253,85,4,4190,3
6624,2020-04-09,20427,40.0439,14450,236,923,97,235,90,5,4388,3
6768,2020-04-10,19069,40.0568,13537,133,780,60,215,84,7,4251,2
6912,2020-04-11,18765,40.1459,13380,165,719,66,201,85,6,4140,3
7056,2020-04-12,17963,40.1425,12747,121,572,44,179,87,7,4204,2
7200,2020-04-13,17127,40.1216,11704,332,756,89,177,85,8,3974,2
7344,2020-04-14,15035,40.2165,10268,204,730,74,180,87,10,3479,3
7488,2020-04-15,17003,40.3157,11478,188,667,71,178,86,8,4325,2
7632,2020-04-16,15842,40.4648,10330,149,660,57,184,96,7,4358,1
7776,2020-04-17,16840,40.5223,10806,483,935,90,231,95,9,4180,11
7920,2020-04-18,20117,40.5088,12720,897,1332,185,264,105,9,4593,12
8064,2020-04-19,19203,40.5068,11883,578,1340,175,269,120,8,4819,11
8208,2020-04-20,18047,40.463,10708,421,1335,177,268,105,10,5011,12
8352,2020-04-21,17128,40.6453,9989,251,1227,142,296,111,9,5090,13
8496,2020-04-22,18103,40.3507,10234,174,1114,115,295,120,11,6029,11
8640,2020-04-23,17173,40.2227,9578,111,922,76,260,130,11,6071,14
8784,2020-04-24,16525,40.2512,9140,77,737,43,213,138,12,6150,15
8928,2020-04-25,15609,40.4897,8021,169,819,54,225,140,11,6154,16
9072,2020-04-26,14807,40.4871,7650,120,700,45,178,136,13,5948,17
9216,2020-04-27,14637,40.4344,7846,104,726,53,210,137,15,5528,18
9360,2020-04-28,15180,40.419,8284,125,706,39,183,140,11,5673,19
9504,2020-04-29,16305,40.4166,9121,103,691,45,199,154,9,5967,16
9648,2020-04-30,20029,40.3342,10984,393,1043,109,288,155,11,7029,17
9792,2020-05-01,17731,40.1047,9789,280,888,86,231,144,9,6300,4
9936,2020-05-02,14174,40.073,7680,195,778,79,205,115,10,5108,4
10080,2020-05-03,13089,39.7069,7331,131,659,69,174,131,7,4582,5
10224,2020-05-04,13327,39.793,7213,72,556,47,173,141,7,5111,7
10368,2020-05-05,12842,39.725,6852,52,422,32,142,139,10,5187,6
10512,2020-05-06,11806,39.9484,6284,54,363,23,140,138,10,4789,5
10656,2020-05-07,17957,40.3027,9036,497,1069,88,295,160,12,6783,17
10800,2020-05-08,19373,40.3093,9716,364,975,83,259,157,18,7782,19
10944,2020-05-09,20243,40.186,10174,559,1248,146,281,158,15,7645,17
11088,2020-05-10,20492,40.0276,10220,382,1218,130,274,169,16,8065,18
11232,2020-05-11,22607,40.0941,11626,282,1119,120,266,187,20,8967,20
11376,2020-05-12,21477,40.0411,10797,192,1023,109,244,195,20,8878,19
11520,2020-05-13,20115,40.074,9830,108,879,80,232,200,20,8746,20
11664,2020-05-14,17211,39.9927,8563,66,706,51,205,144,13,7449,14
11808,2020-05-15,16821,39.8263,8321,76,558,41,161,156,14,7480,14
11952,2020-05-16,16435,40.0262,8027,64,441,24,145,185,19,7506,24
12096,2020-05-17,15576,40.1835,7280,62,372,23,128,180,18,7489,24
12240,2020-05-18,15188,40.28,6887,45,293,23,108,177,16,7613,26
12384,2020-05-19,19337,40.3958,8868,154,590,46,167,190,16,9279,27
12528,2020-05-20,18624,40.2555,8558,98,533,48,139,181,13,9028,26
12672,2020-05-21,14508,40.2113,6690,50,436,41,112,129,6,7028,16
12816,2020-05-22,18878,40.4963,8800,487,904,95,196,133,6,8241,16
12960,2020-05-23,16475,40.4875,7435,308,842,95,198,127,7,7446,17
13104,2020-05-24,21210,40.466,10074,514,1058,142,221,134,8,9038,21
13248,2020-05-25,21539,40.5385,10098,313,988,129,219,128,7,9643,14
13392,2020-05-26,21754,40.517,10152,181,922,95,230,126,7,10028,13
13536,2020-05-27,22917,40.7377,10763,164,892,77,243,142,11,10602,23
13680,2020-05-28,22021,40.6669,10384,132,736,54,221,141,15,10319,19
13824,2020-05-29,21099,40.5552,10125,89,595,39,168,145,16,9899,23
13968,2020-05-30,20409,40.5609,9680,77,473,30,130,153,13,9830,23
14112,2020-05-31,19098,40.6268,8897,54,366,18,111,142,12,9472,26
14256,2020-06-01,19983,40.576,9251,158,496,47,140,143,10,9713,25
14400,2020-06-02,17255,40.4127,8325,94,432,40,121,125,9,8086,23
14544,2020-06-03,18603,40.4078,9039,58,412,36,124,124,9,8768,33
14688,2020-06-04,18030,40.4546,8785,32,330,34,94,129,7,8586,33
14832,2020-06-05,13710,40.0322,6919,117,342,34,85,98,5,6086,24
14976,2020-06-06,14941,39.8432,7627,207,366,39,92,92,4,6484,30
15120,2020-06-07,10728,39.7686,5624,131,318,37,85,71,2,4438,22
15264,2020-06-08,11008,39.8674,5471,79,284,32,81,74,4,4963,20
15408,2020-06-09,14561,40.1574,7118,72,290,40,84,90,7,6828,32
15552,2020-06-10,15293,40.0276,7722,61,300,35,93,101,8,6948,25
15696,2020-06-11,14849,40.1506,7489,43,260,22,78,91,8,6838,20
15840,2020-06-12,14490,40.1097,7307,27,213,13,73,88,8,6739,22
15984,2020-06-13,13814,39.9907,7286,32,165,9,58,97,6,6142,19
16128,2020-06-14,15344,40.1011,8032,158,229,22,66,97,6,6717,17
16272,2020-06-15,13456,39.9447,7174,119,209,21,52,78,2,5786,15
16416,2020-06-16,13110,39.7802,7082,69,212,25,48,82,3,5575,14
16560,2020-06-17,13911,40.0495,7149,43,209,21,48,88,5,6331,17
16704,2020-06-18,13295,40.0115,6861,27,183,17,47,86,5,6051,18
16848,2020-06-19,11035,40.0101,5609,18,151,11,44,67,6,5112,17
16992,2020-06-20,9355,40.2353,4930,24,120,9,38,61,7,4150,16
17136,2020-06-21,9684,40.31,5049,49,113,7,32,61,9,4348,16
17280,2020-06-22,10779,40.205,5599,56,120,17,26,63,8,4875,15
17424,2020-06-23,9779,40.2942,5319,34,112,17,20,56,5,4203,13
17568,2020-06-24,8704,40.4438,4706,26,122,11,31,40,3,3752,13
17712,2020-06-25,8741,40.4831,4568,25,125,10,41,43,2,3905,22
17856,2020-06-26,10584,40.5813,5286,21,108,6,34,49,3,5055,22
18000,2020-06-27,10066,40.7955,4822,17,88,3,25,42,3,5046,20
18144,2020-06-28,8326,40.5082,3942,38,75,3,24,27,2,4196,19
18288,2020-06-29,7710,40.1302,3993,42,85,6,21,28,3,3518,14
18432,2020-06-30,7084,40.1419,3687,24,85,9,17,34,4,3210,14
