tick,date,agents in quarantine,average age,SUSCEPTIBLE,EXPOSED,ASYMPTOMATIC,PREINFECTED,INFECTED,HOSPITALIZING,VENTILATING,RECOVERED,DEAD
144,2020-02-24,0,N/A,0,0,0,0,0,0,0,0,0
288,2020-02-25,0,N/A,0,0,0,0,0,0,0,0,0
432,2020-02-26,0,N/A,0,0,0,0,0,0,0,0,0
576,2020-02-27,0,N/A,0,0,0,0,0,0,0,0,0
720,2020-02-28,0,N/A,0,0,0,0,0,0,0,0,0
864,2020-02-29,0,N/A,0,0,0,0,0,0,0,0,0
1008,2020-03-01,1,80.0,0,0,0,0,1,0,0,0,0
1152,2020-03-02,2,66.5,0,0,0,0,1,0,0,1,0
1296,2020-03-03,3,60.0,0,0,0,0,1,1,0,1,0
1440,2020-03-04,4,53.75,0,0,0,0,1,1,0,2,0
1584,2020-03-05,5,54.4,0,0,0,0,1,1,0,3,0
1728,2020-03-06,6,49.3333,0,0,0,0,1,2,0,3,0
1872,2020-03-07,6,49.3333,0,0,0,0,0,2,0,4,0
2016,2020-03-08,6,49.3333,0,0,0,0,0,2,0,4,0
2160,2020-03-09,6,49.3333,0,0,0,0,0,2,0,4,0
2304,2020-03-10,8,50.875,0,0,0,0,1,2,0,5,0
2448,2020-03-11,8,50.875,0,0,0,0,0,3,0,5,0
2592,2020-03-12,9,52.2222,0,0,0,0,0,3,0,6,0
2736,2020-03-13,13,45.8462,0,0,0,0,0,2,0,11,0
2880,2020-03-14,17,45.3529,0,0,0,0,1,2,0,14,0
3024,2020-03-15,29,40.931,0,0,0,0,3,3,0,23,0
3168,2020-03-16,34,40.9118,0,0,0,0,3,3,0,28,0
3312,2020-03-17,43,40.6977,0,0,0,0,2,6,0,35,0
3456,2020-03-18,50,42.32,0,0,0,0,5,7,0,38,0
3600,2020-03-19,60,43.1167,0,0,0,0,6,8,0,46,0
3744,2020-03-20,69,43.7681,0,0,0,0,4,14,0,51,0
3888,2020-03-21,82,44.061,0,0,0,0,8,15,0,59,0
4032,2020-03-22,100,44.65,0,0,0,0,8,18,0,74,0
