tick,date,agents in quarantine,average age,SUSCEPTIBLE,EXPOSED,ASYMPTOMATIC,PREINFECTED,INFECTED,HOSPITALIZING,VENTILATING,RECOVERED,DEAD
144,2020-02-24,0,N/A,0,0,0,0,0,0,0,0,0
288,2020-02-25,0,N/A,0,0,0,0,0,0,0,0,0
432,2020-02-26,0,N/A,0,0,0,0,0,0,0,0,0
576,2020-02-27,0,N/A,0,0,0,0,0,0,0,0,0
720,2020-02-28,0,N/A,0,0,0,0,0,0,0,0,0
864,2020-02-29,0,N/A,0,0,0,0,0,0,0,0,0
1008,2020-03-01,1,34.0,0,0,0,0,0,0,0,1,0
1152,2020-03-02,1,34.0,0,0,0,0,0,0,0,1,0
1296,2020-03-03,1,34.0,0,0,0,0,0,0,0,1,0
1440,2020-03-04,1,34.0,0,0,0,0,0,0,0,1,0
1584,2020-03-05,1,34.0,0,0,0,0,0,0,0,1,0
1728,2020-03-06,2,47.5,0,0,0,0,1,0,0,1,0
1872,2020-03-07,2,47.5,0,0,0,0,1,0,0,1,0
2016,2020-03-08,3,43.6667,0,0,0,0,1,1,0,1,0
2160,2020-03-09,3,43.6667,0,0,0,0,0,1,0,2,0
2304,2020-03-10,4,46.0,0,0,0,0,0,2,0,2,0
2448,2020-03-11,7,38.0,0,0,0,0,0,2,0,5,0
2592,2020-03-12,12,37.0833,0,0,0,0,2,2,0,8,0
2736,2020-03-13,19,39.3684,0,0,0,0,4,3,0,12,0
2880,2020-03-14,22,40.4545,0,0,0,0,2,4,0,16,0
3024,2020-03-15,33,42.6364,0,0,0,0,5,5,0,23,0
3168,2020-03-16,50,44.36,0,0,0,0,7,6,0,37,0
3312,2020-03-17,65,45.0308,0,0,0,0,10,8,0,47,0
3456,2020-03-18,83,44.241,0,0,0,0,9,12,0,62,0
3600,2020-03-19,98,45.8163,0,0,0,0,8,21,0,69,0
3744,2020-03-20,110,45.7273,0,0,0,0,6,24,0,80,0
3888,2020-03-21,118,45.9237,0,0,0,0,7,26,0,85,0
4032,2020-03-22,134,46.0224,0,0,0,0,7,28,1,98,0
