tick,date,agents in quarantine,average age,SUSCEPTIBLE,EXPOSED,ASYMPTOMATIC,PREINFECTED,INFECTED,HOSPITALIZING,VENTILATING,RECOVERED,DEAD
4176,2020-03-23,393,45.7023,0,0,0,0,25,93,1,273,1
4320,2020-03-24,436,46.0275,0,0,0,0,32,95,4,304,1
4464,2020-03-25,462,46.0195,0,0,0,0,28,105,5,322,2
4608,2020-03-26,488,46.0266,0,0,0,0,21,113,8,344,2
4752,2020-03-27,514,45.6751,0,0,0,0,18,118,8,369,1
4896,2020-03-28,543,45.9227,0,0,0,0,24,123,6,389,1
5040,2020-03-29,562,45.5747,0,0,0,0,19,126,8,408,1
5184,2020-03-30,568,45.4278,0,0,0,0,22,128,9,408,1
5328,2020-03-31,554,45.2924,0,0,0,0,17,114,9,412,2
5472,2020-04-01,523,45.5488,0,0,0,0,14,109,10,388,2
5616,2020-04-02,482,45.7822,0,0,0,0,11,100,11,358,2
5760,2020-04-03,438,45.3516,0,0,0,0,12,84,11,330,1
5904,2020-04-04,413,45.1283,0,0,0,0,12,87,9,304,1
6048,2020-04-05,367,45.0681,0,0,0,0,14,76,7,269,1
6192,2020-04-06,345,45.2899,0,0,0,0,14,71,8,251,1
6336,2020-04-07,321,45.0872,0,0,0,0,21,71,4,223,2
6480,2020-04-08,317,44.735,0,0,0,0,13,70,6,226,2
6624,2020-04-09,305,44.5443,0,0,0,0,13,67,9,215,1
6768,2020-04-10,280,44.5607,0,0,0,0,13,65,10,191,1
6912,2020-04-11,267,44.4981,0,0,0,0,17,61,11,177,1
7056,2020-04-12,254,45.7362,0,0,0,0,19,60,10,164,1
7200,2020-04-13,247,46.1943,0,0,0,0,13,61,10,161,2
7344,2020-04-14,247,46.4251,0,0,0,0,17,63,8,157,2
7488,2020-04-15,248,46.2984,0,0,0,0,18,59,10,160,1
7632,2020-04-16,250,46.956,0,0,0,0,17,65,9,158,1
7776,2020-04-17,253,47.8577,0,0,0,0,14,72,5,161,1
7920,2020-04-18,256,49.0156,0,0,0,0,16,68,5,162,5
8064,2020-04-19,260,49.9846,0,0,0,0,13,69,5,168,5
8208,2020-04-20,253,50.9368,0,0,0,0,26,62,6,154,5
8352,2020-04-21,1811,42.7719,780,23,140,23,76,63,7,694,5
8496,2020-04-22,3505,42.6003,2053,57,224,33,123,67,5,936,7
8640,2020-04-23,3920,42.7571,2235,80,213,35,128,71,5,1146,7
8784,2020-04-24,3999,42.4169,2306,65,193,27,104,77,4,1216,7
8928,2020-04-25,3992,42.3955,2312,40,160,19,98,76,4,1276,7
9072,2020-04-26,4346,42.0437,2437,27,128,17,85,78,5,1559,10
9216,2020-04-27,4379,41.9868,2497,25,97,13,74,82,6,1574,11
9360,2020-04-28,4478,41.833,2596,20,86,9,66,79,4,1605,13
9504,2020-04-29,4571,41.608,2810,18,66,8,53,80,7,1512,17
9648,2020-04-30,4817,41.448,2997,14,57,5,41,82,8,1593,20
9792,2020-05-01,4626,41.7538,2910,12,42,4,34,82,9,1514,19
9936,2020-05-02,4638,42.0839,2896,21,36,5,30,83,7,1543,17
10080,2020-05-03,6326,41.9159,3990,37,44,16,42,77,8,2093,19
10224,2020-05-04,6216,41.8819,3959,27,46,7,45,74,9,2034,15
10368,2020-05-05,4955,41.9306,3450,14,42,9,42,50,7,1323,18
10512,2020-05-06,3589,41.5715,2312,7,25,11,21,39,5,1151,18
10656,2020-05-07,3531,41.4412,2283,6,19,7,22,35,2,1141,16
10800,2020-05-08,3187,41.5676,1965,5,17,2,25,31,2,1124,16
10944,2020-05-09,3160,41.3861,1962,4,14,1,24,30,2,1111,12
11088,2020-05-10,3502,41.4657,2059,7,14,1,23,32,5,1347,14
11232,2020-05-11,3175,41.9981,1888,2,13,3,19,33,4,1195,18
11376,2020-05-12,3094,42.0042,1875,2,9,2,15,33,4,1135,19
11520,2020-05-13,2456,42.2561,1270,1,10,1,10,34,3,1110,17
11664,2020-05-14,2038,42.45,1091,1,6,1,9,25,1,888,16
11808,2020-05-15,1960,42.2265,1005,1,4,0,8,23,2,899,18
11952,2020-05-16,1919,42.2095,1000,1,3,0,5,20,3,868,19
12096,2020-05-17,878,44.4021,274,3,6,0,4,5,2,563,21
12240,2020-05-18,1503,44.5256,501,2,7,1,6,18,3,935,30
12384,2020-05-19,1592,44.1922,603,3,6,1,4,16,3,921,35
12528,2020-05-20,1294,44.9196,510,4,4,0,4,16,3,718,35
12672,2020-05-21,1168,44.113,474,3,5,0,3,15,2,637,29
12816,2020-05-22,873,44.4399,350,1,5,2,2,11,2,475,25
12960,2020-05-23,864,44.9896,338,2,6,1,2,11,2,478,24
13104,2020-05-24,702,44.792,308,3,4,1,2,9,2,353,20
13248,2020-05-25,663,44.4329,272,2,6,1,1,8,1,355,17
13392,2020-05-26,749,45.47,307,2,5,1,0,7,1,402,24
13536,2020-05-27,647,46.5379,208,2,5,0,1,7,0,400,24
13680,2020-05-28,635,46.2787,205,3,4,0,1,7,0,394,21
13824,2020-05-29,715,45.649,277,3,3,0,1,7,0,403,21
13968,2020-05-30,400,47.5625,135,1,3,0,1,6,0,236,18
14112,2020-05-31,266,43.4135,102,1,1,0,1,5,0,149,7
14256,2020-06-01,348,39.8103,198,0,0,0,0,1,0,149,0
14400,2020-06-02,339,40.1858,193,0,0,0,0,1,0,145,0
14544,2020-06-03,572,44.6154,232,0,1,0,0,4,0,320,15
14688,2020-06-04,567,44.7178,228,0,1,0,0,3,0,320,15
14832,2020-06-05,559,44.737,224,0,1,0,0,2,0,317,15
14976,2020-06-06,479,45.5553,152,0,1,0,0,2,0,309,15
15120,2020-06-07,11,59.8182,0,0,1,0,0,2,0,8,0
15264,2020-06-08,10,59.5,0,0,1,0,0,2,0,7,0
15408,2020-06-09,375,41.2987,117,0,1,0,0,2,0,255,0
15552,2020-06-10,374,41.2246,117,0,0,0,0,2,0,255,0
15696,2020-06-11,369,41.0027,117,0,0,0,0,1,0,251,0
15840,2020-06-12,368,40.8995,117,0,0,0,0,0,0,251,0
15984,2020-06-13,370,40.9324,117,0,0,0,0,0,0,253,0
16128,2020-06-14,370,40.9324,117,0,0,0,0,0,0,253,0
16272,2020-06-15,2,46.5,0,0,0,0,0,0,0,2,0
16416,2020-06-16,2,46.5,0,0,0,0,0,0,0,2,0
16560,2020-06-17,0,N/A,0,0,0,0,0,0,0,0,0
16704,2020-06-18,0,N/A,0,0,0,0,0,0,0,0,0
16848,2020-06-19,0,N/A,0,0,0,0,0,0,0,0,0
16992,2020-06-20,0,N/A,0,0,0,0,0,0,0,0,0
17136,2020-06-21,0,N/A,0,0,0,0,0,0,0,0,0
17280,2020-06-22,0,N/A,0,0,0,0,0,0,0,0,0
17424,2020-06-23,0,N/A,0,0,0,0,0,0,0,0,0
17568,2020-06-24,0,N/A,0,0,0,0,0,0,0,0,0
17712,2020-06-25,0,N/A,0,0,0,0,0,0,0,0,0
17856,2020-06-26,0,N/A,0,0,0,0,0,0,0,0,0
18000,2020-06-27,0,N/A,0,0,0,0,0,0,0,0,0
18144,2020-06-28,0,N/A,0,0,0,0,0,0,0,0,0
18288,2020-06-29,0,N/A,0,0,0,0,0,0,0,0,0
18432,2020-06-30,0,N/A,0,0,0,0,0,0,0,0,0
