tick,date,agents in quarantine,average age,SUSCEPTIBLE,EXPOSED,ASYMPTOMATIC,PREINFECTED,INFECTED,HOSPITALIZING,VENTILATING,RECOVERED,DEAD
144,2020-02-24,0,N/A,0,0,0,0,0,0,0,0,0
288,2020-02-25,0,N/A,0,0,0,0,0,0,0,0,0
432,2020-02-26,0,N/A,0,0,0,0,0,0,0,0,0
576,2020-02-27,0,N/A,0,0,0,0,0,0,0,0,0
720,2020-02-28,0,N/A,0,0,0,0,0,0,0,0,0
864,2020-02-29,0,N/A,0,0,0,0,0,0,0,0,0
1008,2020-03-01,1,34.0,0,0,0,0,0,0,0,1,0
1152,2020-03-02,1,34.0,0,0,0,0,0,0,0,1,0
1296,2020-03-03,1,34.0,0,0,0,0,0,0,0,1,0
1440,2020-03-04,1,34.0,0,0,0,0,0,0,0,1,0
1584,2020-03-05,2,48.0,0,0,0,0,0,0,0,2,0
1728,2020-03-06,2,48.0,0,0,0,0,0,0,0,2,0
1872,2020-03-07,2,48.0,0,0,0,0,0,0,0,2,0
2016,2020-03-08,3,51.3333,0,0,0,0,0,0,0,3,0
2160,2020-03-09,3,51.3333,0,0,0,0,0,0,0,3,0
2304,2020-03-10,3,51.3333,0,0,0,0,0,0,0,3,0
2448,2020-03-11,4,55.5,0,0,0,0,1,0,0,3,0
2592,2020-03-12,5,52.6,0,0,0,0,1,1,0,3,0
2736,2020-03-13,5,52.6,0,0,0,0,0,2,0,3,0
2880,2020-03-14,7,51.1429,0,0,0,0,0,2,0,5,0
3024,2020-03-15,9,51.2222,0,0,0,0,0,2,0,7,0
3168,2020-03-16,13,52.0769,0,0,0,0,1,2,0,10,0
3312,2020-03-17,18,49.2222,0,0,0,0,3,3,0,12,0
3456,2020-03-18,24,47.3333,0,0,0,0,6,3,0,15,0
3600,2020-03-19,25,46.92,0,0,0,0,4,5,0,16,0
3744,2020-03-20,28,47.25,0,0,0,0,1,9,0,18,0
3888,2020-03-21,37,45.5946,0,0,0,0,1,11,0,25,0
4032,2020-03-22,42,46.1905,0,0,0,0,4,11,0,27,0
