tick,date,agents in quarantine,average age,SUSCEPTIBLE,EXPOSED,ASYMPTOMATIC,PREINFECTED,INFECTED,HOSPITALIZING,VENTILATING,RECOVERED,DEAD
144,2020-02-24,0,N/A,0,0,0,0,0,0,0,0,0
288,2020-02-25,0,N/A,0,0,0,0,0,0,0,0,0
432,2020-02-26,0,N/A,0,0,0,0,0,0,0,0,0
576,2020-02-27,0,N/A,0,0,0,0,0,0,0,0,0
720,2020-02-28,0,N/A,0,0,0,0,0,0,0,0,0
864,2020-02-29,0,N/A,0,0,0,0,0,0,0,0,0
1008,2020-03-01,0,N/A,0,0,0,0,0,0,0,0,0
1152,2020-03-02,1,46.0,0,0,0,0,0,0,0,1,0
1296,2020-03-03,2,64.5,0,0,0,0,0,1,0,1,0
1440,2020-03-04,2,64.5,0,0,0,0,0,1,0,1,0
1584,2020-03-05,2,64.5,0,0,0,0,0,1,0,1,0
1728,2020-03-06,2,64.5,0,0,0,0,0,1,0,1,0
1872,2020-03-07,3,70.0,0,0,0,0,0,2,0,1,0
2016,2020-03-08,4,68.0,0,0,0,0,0,2,0,2,0
2160,2020-03-09,5,63.2,0,0,0,0,0,2,0,3,0
2304,2020-03-10,6,62.0,0,0,0,0,1,2,0,3,0
2448,2020-03-11,9,56.2222,0,0,0,0,1,2,0,6,0
2592,2020-03-12,15,53.8667,0,0,0,0,3,3,0,9,0
2736,2020-03-13,24,48.5417,0,0,0,0,4,6,0,14,0
2880,2020-03-14,35,48.2,0,0,0,0,5,7,0,23,0
3024,2020-03-15,50,46.72,0,0,0,0,5,10,0,35,0
3168,2020-03-16,70,45.2429,0,0,0,0,8,12,0,50,0
3312,2020-03-17,97,43.8557,0,0,0,0,10,13,0,74,0
3456,2020-03-18,111,43.964,0,0,0,0,14,14,0,83,0
3600,2020-03-19,130,43.4385,0,0,0,0,12,20,0,98,0
3744,2020-03-20,153,43.8235,0,0,0,0,8,29,0,116,0
3888,2020-03-21,168,43.5298,0,0,0,0,13,30,0,125,0
4032,2020-03-22,187,43.615,0,0,0,0,19,36,0,132,0
