tick,date,agents in quarantine,average age,SUSCEPTIBLE,EXPOSED,ASYMPTOMATIC,PREINFECTED,INFECTED,HOSPITALIZING,VENTILATING,RECOVERED,DEAD
144,2020-02-24,0,N/A,0,0,0,0,0,0,0,0,0
288,2020-02-25,0,N/A,0,0,0,0,0,0,0,0,0
432,2020-02-26,0,N/A,0,0,0,0,0,0,0,0,0
576,2020-02-27,0,N/A,0,0,0,0,0,0,0,0,0
720,2020-02-28,0,N/A,0,0,0,0,0,0,0,0,0
864,2020-02-29,0,N/A,0,0,0,0,0,0,0,0,0
1008,2020-03-01,1,77.0,0,0,0,0,1,0,0,0,0
1152,2020-03-02,1,77.0,0,0,0,0,1,0,0,0,0
1296,2020-03-03,1,77.0,0,0,0,0,1,0,0,0,0
1440,2020-03-04,1,77.0,0,0,0,0,0,1,0,0,0
1584,2020-03-05,1,77.0,0,0,0,0,0,1,0,0,0
1728,2020-03-06,2,54.5,0,0,0,0,0,1,0,1,0
1872,2020-03-07,2,54.5,0,0,0,0,0,1,0,1,0
2016,2020-03-08,2,54.5,0,0,0,0,0,1,0,1,0
2160,2020-03-09,2,54.5,0,0,0,0,0,1,0,1,0
2304,2020-03-10,4,40.75,0,0,0,0,1,1,0,2,0
2448,2020-03-11,4,40.75,0,0,0,0,1,1,0,2,0
2592,2020-03-12,5,40.0,0,0,0,0,0,2,0,3,0
2736,2020-03-13,6,40.3333,0,0,0,0,0,2,0,4,0
2880,2020-03-14,8,43.125,0,0,0,0,0,3,0,5,0
3024,2020-03-15,10,41.7,0,0,0,0,0,1,1,8,0
3168,2020-03-16,12,41.0833,0,0,0,0,0,1,1,10,0
3312,2020-03-17,14,41.7143,0,0,0,0,1,1,1,11,0
3456,2020-03-18,22,43.8182,0,0,0,0,1,3,1,17,0
3600,2020-03-19,26,44.3462,0,0,0,0,2,3,1,20,0
3744,2020-03-20,33,44.303,0,0,0,0,4,3,1,25,0
3888,2020-03-21,44,43.4545,0,0,0,0,4,4,1,35,0
4032,2020-03-22,55,46.1273,0,0,0,0,6,7,1,41,0
