tick,date,agents in quarantine,average age,SUSCEPTIBLE,EXPOSED,ASYMPTOMATIC,PREINFECTED,INFECTED,HOSPITALIZING,VENTILATING,RECOVERED,DEAD
144,2020-02-24,0,N/A,0,0,0,0,0,0,0,0,0
288,2020-02-25,0,N/A,0,0,0,0,0,0,0,0,0
432,2020-02-26,0,N/A,0,0,0,0,0,0,0,0,0
576,2020-02-27,0,N/A,0,0,0,0,0,0,0,0,0
720,2020-02-28,0,N/A,0,0,0,0,0,0,0,0,0
864,2020-02-29,1,51.0,0,0,0,0,0,0,0,1,0
1008,2020-03-01,2,60.0,0,0,0,0,0,1,0,1,0
1152,2020-03-02,3,40.0,0,0,0,0,0,1,0,2,0
1296,2020-03-03,4,44.75,0,0,0,0,0,1,0,3,0
1440,2020-03-04,4,44.75,0,0,0,0,0,1,0,3,0
1584,2020-03-05,4,44.75,0,0,0,0,0,1,0,3,0
1728,2020-03-06,4,44.75,0,0,0,0,0,1,0,3,0
1872,2020-03-07,4,44.75,0,0,0,0,0,1,0,3,0
2016,2020-03-08,6,43.0,0,0,0,0,1,1,0,4,0
2160,2020-03-09,7,40.4286,0,0,0,0,0,2,0,5,0
2304,2020-03-10,9,40.6667,0,0,0,0,1,2,0,6,0
2448,2020-03-11,11,47.6364,0,0,0,0,2,3,0,6,0
2592,2020-03-12,16,47.8125,0,0,0,0,4,4,0,8,0
2736,2020-03-13,25,46.6,0,0,0,0,4,6,0,15,0
2880,2020-03-14,33,45.0606,0,0,0,0,3,9,0,21,0
3024,2020-03-15,42,45.0952,0,0,0,0,3,13,0,26,0
3168,2020-03-16,57,46.0702,0,0,0,0,8,16,0,33,0
3312,2020-03-17,78,45.9231,0,0,0,0,17,17,0,44,0
3456,2020-03-18,96,45.0312,0,0,0,0,12,24,0,60,0
3600,2020-03-19,121,44.1488,0,0,0,0,14,30,0,77,0
3744,2020-03-20,154,43.2403,0,0,0,0,18,36,0,100,0
3888,2020-03-21,191,43.7958,0,0,0,0,25,40,1,125,0
4032,2020-03-22,220,44.4455,0,0,0,0,25,48,3,144,0
