tick,date,agents in quarantine,average age,SUSCEPTIBLE,EXPOSED,ASYMPTOMATIC,PREINFECTED,INFECTED,HOSPITALIZING,VENTILATING,RECOVERED,DEAD
4176,2020-03-23,331,46.6405,0,0,0,0,40,67,7,216,1
4320,2020-03-24,366,46.8689,0,0,0,0,28,86,8,242,2
4464,2020-03-25,395,46.7924,0,0,0,0,26,94,11,262,2
4608,2020-03-26,419,47.3126,0,0,0,0,28,99,11,278,3
4752,2020-03-27,444,46.8671,0,0,0,0,23,112,9,297,3
4896,2020-03-28,468,46.6111,0,0,0,0,26,116,9,312,5
5040,2020-03-29,486,46.5329,0,0,0,0,30,116,6,328,6
5184,2020-03-30,497,46.4266,0,0,0,0,22,116,9,343,7
5328,2020-03-31,491,46.7047,0,0,0,0,25,107,10,341,8
5472,2020-04-01,471,46.7197,0,0,0,0,20,107,9,326,9
5616,2020-04-02,457,46.7527,0,0,0,0,11,105,10,321,10
5760,2020-04-03,446,46.7422,0,0,0,0,16,103,9,308,10
5904,2020-04-04,430,46.3581,0,0,0,0,13,96,5,306,10
6048,2020-04-05,397,46.0504,0,0,0,0,11,88,5,284,9
6192,2020-04-06,373,45.2145,0,0,0,0,14,86,4,264,5
6336,2020-04-07,349,44.8625,0,0,0,0,9,81,3,251,5
6480,2020-04-08,325,45.0585,0,0,0,0,8,78,4,230,5
6624,2020-04-09,315,43.927,0,0,0,0,12,72,4,224,3
6768,2020-04-10,290,44.6759,0,0,0,0,10,64,4,208,4
6912,2020-04-11,262,45.1565,0,0,0,0,10,62,3,182,5
7056,2020-04-12,244,45.7992,0,0,0,0,11,57,3,169,4
7200,2020-04-13,236,46.1144,0,0,0,0,15,60,3,155,3
7344,2020-04-14,233,46.8927,0,0,0,0,14,59,3,154,3
7488,2020-04-15,222,46.8829,0,0,0,0,7,60,2,150,3
7632,2020-04-16,212,47.8208,0,0,0,0,8,61,3,137,3
7776,2020-04-17,204,49.0,0,0,0,0,8,62,3,129,2
7920,2020-04-18,187,49.4866,0,0,0,0,7,60,3,115,2
8064,2020-04-19,179,50.1397,0,0,0,0,8,57,2,110,2
8208,2020-04-20,167,51.2635,0,0,0,0,14,56,2,94,1
8352,2020-04-21,1227,44.78,689,34,58,19,47,54,2,322,2
8496,2020-04-22,1452,43.8953,788,22,72,14,57,53,3,440,3
8640,2020-04-23,1618,43.5964,874,17,63,9,60,52,2,538,3
8784,2020-04-24,1691,43.408,944,14,46,8,58,52,2,565,2
8928,2020-04-25,1735,43.2086,991,11,43,4,48,46,2,586,4
9072,2020-04-26,1930,43.7788,1186,9,33,3,39,50,2,603,5
9216,2020-04-27,1910,43.5895,1186,5,29,3,30,48,2,603,4
9360,2020-04-28,2401,42.908,1679,3,22,1,24,49,1,617,5
9504,2020-04-29,2191,43.3254,1454,3,24,1,20,50,2,631,6
9648,2020-04-30,1996,43.2831,1381,3,18,0,18,47,2,520,7
9792,2020-05-01,2066,42.6012,1403,7,17,1,13,41,2,575,7
9936,2020-05-02,2196,42.403,1412,7,16,1,10,37,3,699,11
10080,2020-05-03,2000,42.7435,1337,1,16,1,9,41,3,580,12
10224,2020-05-04,1647,41.8974,1102,1,13,0,7,34,3,475,12
10368,2020-05-05,1653,39.6346,1113,1,9,1,1,15,2,508,3
10512,2020-05-06,1962,40.8512,1025,7,11,1,2,26,1,880,9
10656,2020-05-07,1789,40.6836,947,3,10,2,1,24,0,796,6
10800,2020-05-08,1818,40.923,981,3,10,1,2,21,0,793,7
10944,2020-05-09,1755,41.0439,930,2,11,1,3,22,0,779,7
11088,2020-05-10,1786,41.229,946,1,8,1,1,21,0,799,9
11232,2020-05-11,1739,41.0276,966,2,5,2,1,18,0,736,9
11376,2020-05-12,1620,41.1821,843,2,4,1,4,14,0,743,9
11520,2020-05-13,1743,40.9593,876,2,3,2,5,11,0,835,9
11664,2020-05-14,1438,40.7656,755,3,4,2,3,11,0,652,8
11808,2020-05-15,1165,41.4438,644,2,2,0,1,13,0,495,8
11952,2020-05-16,1228,41.2239,660,3,2,0,2,12,0,539,10
12096,2020-05-17,1560,41.4263,935,1,5,1,2,10,0,596,10
12240,2020-05-18,1493,41.6283,874,1,4,0,1,7,0,600,6
12384,2020-05-19,1291,40.4679,668,1,2,0,0,6,1,607,6
12528,2020-05-20,768,37.9961,461,0,1,0,0,3,1,296,6
12672,2020-05-21,762,38.227,458,0,1,0,0,3,1,293,6
12816,2020-05-22,889,40.3735,505,1,1,0,0,3,1,366,12
12960,2020-05-23,1015,40.4926,800,1,0,1,0,3,1,197,12
13104,2020-05-24,980,41.1745,773,0,1,0,1,3,1,190,11
13248,2020-05-25,705,41.7376,505,0,1,0,0,3,1,184,11
13392,2020-05-26,564,39.0922,450,0,1,0,0,2,0,108,3
13536,2020-05-27,385,41.6052,367,0,1,0,0,1,0,13,3
13680,2020-05-28,378,40.7646,366,0,1,0,0,0,0,11,0
13824,2020-05-29,538,40.2639,527,0,0,0,1,0,0,10,0
13968,2020-05-30,537,40.2272,527,0,0,0,0,1,0,9,0
14112,2020-05-31,167,38.9521,161,0,0,0,0,1,0,5,0
14256,2020-06-01,167,38.9521,161,0,0,0,0,1,0,5,0
14400,2020-06-02,167,38.9521,161,0,0,0,0,1,0,5,0
14544,2020-06-03,167,38.9521,161,0,0,0,0,1,0,5,0
14688,2020-06-04,167,38.9521,161,0,0,0,0,1,0,5,0
14832,2020-06-05,167,38.9521,161,0,0,0,0,1,0,5,0
14976,2020-06-06,1,29.0,0,0,0,0,0,1,0,0,0
15120,2020-06-07,1,29.0,0,0,0,0,0,1,0,0,0
15264,2020-06-08,1,29.0,0,0,0,0,0,1,0,0,0
15408,2020-06-09,1,29.0,0,0,0,0,0,1,0,0,0
15552,2020-06-10,1,29.0,0,0,0,0,0,1,0,0,0
15696,2020-06-11,1,29.0,0,0,0,0,0,1,0,0,0
15840,2020-06-12,0,N/A,0,0,0,0,0,0,0,0,0
15984,2020-06-13,0,N/A,0,0,0,0,0,0,0,0,0
16128,2020-06-14,0,N/A,0,0,0,0,0,0,0,0,0
16272,2020-06-15,0,N/A,0,0,0,0,0,0,0,0,0
16416,2020-06-16,0,N/A,0,0,0,0,0,0,0,0,0
16560,2020-06-17,0,N/A,0,0,0,0,0,0,0,0,0
16704,2020-06-18,0,N/A,0,0,0,0,0,0,0,0,0
16848,2020-06-19,0,N/A,0,0,0,0,0,0,0,0,0
16992,2020-06-20,0,N/A,0,0,0,0,0,0,0,0,0
17136,2020-06-21,0,N/A,0,0,0,0,0,0,0,0,0
17280,2020-06-22,0,N/A,0,0,0,0,0,0,0,0,0
17424,2020-06-23,0,N/A,0,0,0,0,0,0,0,0,0
17568,2020-06-24,0,N/A,0,0,0,0,0,0,0,0,0
17712,2020-06-25,0,N/A,0,0,0,0,0,0,0,0,0
17856,2020-06-26,0,N/A,0,0,0,0,0,0,0,0,0
18000,2020-06-27,0,N/A,0,0,0,0,0,0,0,0,0
18144,2020-06-28,0,N/A,0,0,0,0,0,0,0,0,0
18288,2020-06-29,0,N/A,0,0,0,0,0,0,0,0,0
18432,2020-06-30,0,N/A,0,0,0,0,0,0,0,0,0
