tick,date,agents in quarantine,average age,SUSCEPTIBLE,EXPOSED,ASYMPTOMATIC,PREINFECTED,INFECTED,HOSPITALIZING,VENTILATING,RECOVERED,DEAD
144,2020-02-24,0,N/A,0,0,0,0,0,0,0,0,0
288,2020-02-25,0,N/A,0,0,0,0,0,0,0,0,0
432,2020-02-26,0,N/A,0,0,0,0,0,0,0,0,0
576,2020-02-27,0,N/A,0,0,0,0,0,0,0,0,0
720,2020-02-28,0,N/A,0,0,0,0,0,0,0,0,0
864,2020-02-29,0,N/A,0,0,0,0,0,0,0,0,0
1008,2020-03-01,1,69.0,0,0,0,0,1,0,0,0,0
1152,2020-03-02,2,72.5,0,0,0,0,1,1,0,0,0
1296,2020-03-03,2,72.5,0,0,0,0,1,1,0,0,0
1440,2020-03-04,3,62.6667,0,0,0,0,0,1,0,2,0
1584,2020-03-05,3,62.6667,0,0,0,0,0,1,0,2,0
1728,2020-03-06,3,62.6667,0,0,0,0,0,1,0,2,0
1872,2020-03-07,3,62.6667,0,0,0,0,0,1,0,2,0
2016,2020-03-08,3,62.6667,0,0,0,0,0,1,0,2,0
2160,2020-03-09,4,53.0,0,0,0,0,0,1,0,3,0
2304,2020-03-10,6,52.0,0,0,0,0,0,1,0,5,0
2448,2020-03-11,8,52.625,0,0,0,0,1,1,0,6,0
2592,2020-03-12,10,51.0,0,0,0,0,1,1,0,8,0
2736,2020-03-13,11,48.7273,0,0,0,0,1,1,0,9,0
2880,2020-03-14,13,51.9231,0,0,0,0,2,1,0,10,0
3024,2020-03-15,17,49.5882,0,0,0,0,1,3,0,13,0
3168,2020-03-16,23,48.3913,0,0,0,0,3,4,0,16,0
3312,2020-03-17,28,48.9286,0,0,0,0,4,6,0,18,0
3456,2020-03-18,33,48.3939,0,0,0,0,3,8,0,22,0
3600,2020-03-19,37,47.7297,0,0,0,0,0,11,0,26,0
3744,2020-03-20,43,46.9767,0,0,0,0,4,11,0,28,0
3888,2020-03-21,51,46.7843,0,0,0,0,4,13,0,34,0
4032,2020-03-22,57,46.5965,0,0,0,0,7,13,1,36,0
