tick,date,agents in quarantine,average age,SUSCEPTIBLE,EXPOSED,ASYMPTOMATIC,PREINFECTED,INFECTED,HOSPITALIZING,VENTILATING,RECOVERED,DEAD
144,2020-02-24,0,N/A,0,0,0,0,0,0,0,0,0
288,2020-02-25,0,N/A,0,0,0,0,0,0,0,0,0
432,2020-02-26,0,N/A,0,0,0,0,0,0,0,0,0
576,2020-02-27,0,N/A,0,0,0,0,0,0,0,0,0
720,2020-02-28,0,N/A,0,0,0,0,0,0,0,0,0
864,2020-02-29,1,76.0,0,0,0,0,1,0,0,0,0
1008,2020-03-01,1,76.0,0,0,0,0,1,0,0,0,0
1152,2020-03-02,2,70.5,0,0,0,0,1,0,0,1,0
1296,2020-03-03,3,54.6667,0,0,0,0,1,0,0,2,0
1440,2020-03-04,3,54.6667,0,0,0,0,1,0,0,2,0
1584,2020-03-05,3,54.6667,0,0,0,0,1,0,0,2,0
1728,2020-03-06,3,54.6667,0,0,0,0,1,0,0,2,0
1872,2020-03-07,3,54.6667,0,0,0,0,1,0,0,2,0
2016,2020-03-08,4,56.25,0,0,0,0,1,0,0,3,0
2160,2020-03-09,5,59.2,0,0,0,0,0,0,0,4,1
2304,2020-03-10,7,52.7143,0,0,0,0,1,0,0,5,1
2448,2020-03-11,10,52.2,0,0,0,0,0,0,0,9,1
2592,2020-03-12,12,54.9167,0,0,0,0,0,1,0,10,1
2736,2020-03-13,16,50.625,0,0,0,0,2,1,0,12,1
2880,2020-03-14,17,48.4706,0,0,0,0,2,3,0,12,0
3024,2020-03-15,20,47.9,0,0,0,0,1,3,0,16,0
3168,2020-03-16,26,48.7308,0,0,0,0,3,5,0,18,0
3312,2020-03-17,30,49.6,0,0,0,0,2,6,0,22,0
3456,2020-03-18,34,50.3824,0,0,0,0,2,7,0,25,0
3600,2020-03-19,37,49.8108,0,0,0,0,3,8,0,26,0
3744,2020-03-20,41,51.0,0,0,0,0,3,10,0,28,0
3888,2020-03-21,53,50.6792,0,0,0,0,8,11,1,33,0
4032,2020-03-22,66,49.7121,0,0,0,0,8,13,1,44,0
