tick,date,agents in quarantine,average age,SUSCEPTIBLE,EXPOSED,ASYMPTOMATIC,PREINFECTED,INFECTED,HOSPITALIZING,VENTILATING,RECOVERED,DEAD
144,2020-02-24,0,N/A,0,0,0,0,0,0,0,0,0
288,2020-02-25,0,N/A,0,0,0,0,0,0,0,0,0
432,2020-02-26,0,N/A,0,0,0,0,0,0,0,0,0
576,2020-02-27,0,N/A,0,0,0,0,0,0,0,0,0
720,2020-02-28,0,N/A,0,0,0,0,0,0,0,0,0
864,2020-02-29,1,3.0,0,0,0,0,0,0,0,1,0
1008,2020-03-01,1,3.0,0,0,0,0,0,0,0,1,0
1152,2020-03-02,2,22.5,0,0,0,0,1,0,0,1,0
1296,2020-03-03,3,43.0,0,0,0,0,2,0,0,1,0
1440,2020-03-04,4,48.25,0,0,0,0,2,1,0,1,0
1584,2020-03-05,4,48.25,0,0,0,0,2,1,0,1,0
1728,2020-03-06,4,48.25,0,0,0,0,0,3,0,1,0
1872,2020-03-07,6,43.6667,0,0,0,0,0,3,0,3,0
2016,2020-03-08,8,44.625,0,0,0,0,1,3,0,4,0
2160,2020-03-09,10,44.7,0,0,0,0,0,3,0,7,0
2304,2020-03-10,11,44.4545,0,0,0,0,0,2,1,8,0
2448,2020-03-11,12,44.5833,0,0,0,0,1,2,1,8,0
2592,2020-03-12,20,43.9,0,0,0,0,2,3,1,14,0
2736,2020-03-13,26,42.9231,0,0,0,0,3,3,1,19,0
2880,2020-03-14,37,43.7027,0,0,0,0,9,6,1,21,0
3024,2020-03-15,49,44.102,0,0,0,0,9,6,1,33,0
3168,2020-03-16,66,43.8485,0,0,0,0,8,7,2,49,0
3312,2020-03-17,92,43.8913,0,0,0,0,14,13,2,63,0
3456,2020-03-18,112,44.1875,0,0,0,0,15,18,0,79,0
3600,2020-03-19,135,44.0593,0,0,0,0,17,25,0,93,0
3744,2020-03-20,157,43.6369,0,0,0,0,14,25,3,115,0
3888,2020-03-21,184,44.163,0,0,0,0,18,27,6,133,0
4032,2020-03-22,223,44.7444,0,0,0,0,21,38,6,158,0
