tick,iso8601,House,Work,School,Restaurant,Outdoor,Car,Public Transport,Shop,Medical,Place of Worship,Indoor Sport,Cinema or Theatre,Museum or Zoo,Visit
0,02/23/2020T00:00:00 ,189683,485,0,4292,2060,2808,0,0,0,0,0,140,96,3146
1,02/23/2020T00:10:00 ,191100,485,0,4379,2083,1419,108,0,0,0,0,140,96,2900
2,02/23/2020T00:20:00 ,191741,485,0,4233,2003,1075,108,0,0,0,0,140,96,2829
3,02/23/2020T00:30:00 ,192373,485,0,4103,1668,805,224,0,0,0,0,140,96,2816
4,02/23/2020T00:40:00 ,192693,430,0,3782,1669,860,224,0,0,0,0,140,96,2816
5,02/23/2020T00:50:00 ,193173,430,0,3340,1532,818,478,0,0,0,0,140,96,2703
6,02/23/2020T01:00:00 ,194514,283,0,2899,888,1313,204,0,0,0,0,140,0,2469
7,02/23/2020T01:10:00 ,194624,327,0,2899,835,1292,204,0,0,0,0,140,0,2389
8,02/23/2020T01:20:00 ,195112,283,0,2686,913,1123,204,0,0,0,0,0,0,2389
9,02/23/2020T01:30:00 ,195469,283,0,2508,776,1081,204,0,0,0,0,0,0,2389
10,02/23/2020T01:40:00 ,195946,283,0,2508,776,739,204,0,0,0,0,0,0,2254
11,02/23/2020T01:50:00 ,196167,283,0,2508,776,626,96,0,0,0,0,0,0,2254
12,02/23/2020T02:00:00 ,196720,283,0,1856,866,250,545,0,0,0,0,0,0,2190
13,02/23/2020T02:10:00 ,196796,283,0,1717,941,128,545,110,0,0,0,0,0,2190
14,02/23/2020T02:20:00 ,196799,283,0,1717,941,206,464,110,0,0,0,0,0,2190
15,02/23/2020T02:30:00 ,197028,283,0,1483,563,641,454,110,0,0,0,0,0,2148
16,02/23/2020T02:40:00 ,197092,283,0,1483,499,751,454,0,0,0,0,0,0,2148
17,02/23/2020T02:50:00 ,196934,283,0,1397,499,1053,454,0,0,0,0,0,0,2090
18,02/23/2020T03:00:00 ,197469,361,0,1129,375,1150,86,0,0,0,0,0,0,2140
19,02/23/2020T03:10:00 ,197865,361,0,970,303,1121,0,0,0,0,0,0,0,2090
20,02/23/2020T03:20:00 ,198017,361,0,999,0,1028,215,0,0,0,0,0,0,2090
21,02/23/2020T03:30:00 ,198202,361,0,964,0,878,269,0,0,0,0,0,0,2036
22,02/23/2020T03:40:00 ,198437,361,0,921,0,608,312,0,0,0,0,0,0,2071
23,02/23/2020T03:50:00 ,198902,361,0,891,0,147,269,0,0,0,0,0,0,2140
24,02/23/2020T04:00:00 ,195555,516,0,822,63,75,46,0,0,0,0,0,0,5633
25,02/23/2020T04:10:00 ,195597,516,0,822,63,79,0,0,0,0,0,0,0,5633
26,02/23/2020T04:20:00 ,195497,516,0,822,114,218,0,0,0,0,0,0,0,5543
27,02/23/2020T04:30:00 ,195350,516,0,822,114,314,29,22,0,0,0,0,0,5543
28,02/23/2020T04:40:00 ,195242,516,0,822,143,393,51,0,0,0,0,0,0,5543
29,02/23/2020T04:50:00 ,194964,644,0,758,286,464,51,0,0,0,0,0,0,5543
30,02/23/2020T05:00:00 ,194693,774,0,758,169,704,107,0,0,0,0,0,0,5505
31,02/23/2020T05:10:00 ,194630,885,0,486,169,803,232,0,0,0,0,0,0,5505
32,02/23/2020T05:20:00 ,194443,941,0,486,240,841,232,22,0,0,0,0,0,5505
33,02/23/2020T05:30:00 ,193987,1028,0,308,236,1376,248,22,0,0,0,0,0,5505
34,02/23/2020T05:40:00 ,193893,1286,0,226,251,1404,123,22,0,0,0,0,0,5505
35,02/23/2020T05:50:00 ,193621,1455,0,188,329,1544,161,22,0,0,0,0,0,5390
36,02/23/2020T06:00:00 ,193451,2317,0,86,171,770,315,22,0,0,0,0,0,5578
37,02/23/2020T06:10:00 ,192968,2317,0,62,128,1262,395,0,0,0,0,0,0,5578
38,02/23/2020T06:20:00 ,192756,2533,0,62,257,1126,343,55,0,0,0,0,0,5578
39,02/23/2020T06:30:00 ,192478,2883,0,0,495,674,513,0,0,0,0,0,0,5667
40,02/23/2020T06:40:00 ,192089,3008,0,0,615,833,587,0,0,0,0,0,0,5578
41,02/23/2020T06:50:00 ,191794,3393,0,0,565,896,484,0,0,0,0,0,0,5578
42,02/23/2020T07:00:00 ,190484,4138,0,0,826,1370,314,0,0,0,0,0,0,5578
43,02/23/2020T07:10:00 ,190157,4284,0,0,830,1496,365,0,0,0,0,0,0,5578
44,02/23/2020T07:20:00 ,189715,4390,0,0,993,1472,484,78,0,0,0,0,0,5578
45,02/23/2020T07:30:00 ,187790,4520,0,0,1861,2410,637,22,0,0,0,0,0,5470
46,02/23/2020T07:40:00 ,186629,4738,0,0,2429,2472,816,60,0,0,0,0,0,5566
47,02/23/2020T07:50:00 ,185511,5082,459,0,2747,2336,727,166,0,0,0,0,0,5682
48,02/23/2020T08:00:00 ,184260,6025,574,0,2408,2416,684,691,90,0,0,0,0,5562
49,02/23/2020T08:10:00 ,184010,6576,613,41,2006,1983,620,1115,90,0,0,0,0,5656
50,02/23/2020T08:20:00 ,182738,6716,613,41,2435,2974,644,899,90,0,0,0,0,5560
51,02/23/2020T08:30:00 ,181178,6601,707,90,2183,3916,1336,1049,90,0,0,0,0,5560
52,02/23/2020T08:40:00 ,179243,7002,707,165,3087,4834,908,969,90,0,0,0,0,5705
53,02/23/2020T08:50:00 ,177319,7234,707,165,4599,4605,778,1077,464,0,57,0,0,5705
54,02/23/2020T09:00:00 ,172854,7744,707,158,6938,5706,853,1141,726,0,125,0,19,5739
55,02/23/2020T09:10:00 ,171596,7847,760,158,6568,6168,854,2252,726,0,172,0,19,5590
56,02/23/2020T09:20:00 ,169350,7959,760,190,7691,7234,977,1757,726,190,227,0,19,5630
57,02/23/2020T09:30:00 ,166571,8051,760,304,8976,7707,994,2304,352,460,378,0,19,5834
58,02/23/2020T09:40:00 ,163846,8399,707,368,10429,7212,1584,3194,352,460,378,0,65,5716
59,02/23/2020T09:50:00 ,161917,8543,707,304,11526,7008,2165,3326,181,1164,534,0,65,5270
