0: [0.797,0.188801217,0,0.007099392,0,0.007099392,0]
5: [0.797,0.195269551,0,0.007730449,0,0,0]
10: [0.853,0.147,0,0,0,0,0]
15: [0.853,0.144053731,0,0.001473135,0,0.001473135,0]
20: [0.811,0.179085332,0,0.009914668,0,0,0]
25: [0.811,0.184189914,0,0.004810086,0,0,0]
30: [0.769,0.217450044,0,0.012582102,0,0.000967854,0]
35: [0.769,0.216585211,0,0.013305959,0,0.00110883,0]
40: [0.72,0.248515685,0,0.023928079,0,0.007556235,0]
45: [0.72,0.241745482,0,0.031696601,0,0.006557917,0]
50: [0.657,0.297786102,0,0.039894616,0,0.005319282,0]
55: [0.657,0.259731071,0,0.076738033,0,0.006530896,0]
60: [0.559,0.315046999,0,0.100762401,0,0.020992167,0.004198433]
65: [0.559,0.262900852,0.009626981,0.129964244,0,0.022004528,0.016503396]
70: [0.517,0.128275221,0,0.256251131,0.021964383,0.038254633,0.038254633]
75: [0.517,0.084112697,0.029916548,0.27346793,0.03566973,0.059833096,0]
80: [0.517,0.004778445,0.082769115,0.249073726,0.10959244,0.012262091,0.024524182]
85: [0.517,0.056355076,0.102394782,0.201708239,0.114009005,0,0.008532899]
90: [0.517,0.042164494,0.152942931,0.161939574,0.125953001,0,0]


