0: [0.768,0.215772819,0,0.00811359,0,0.00811359,0]
5: [0.768,0.223165202,0,0.008834798,0,0,0]
10: [0.832,0.168,0,0,0,0,0]
15: [0.832,0.164632835,0,0.001683582,0,0.001683582,0]
20: [0.784,0.204668951,0,0.011331049,0,0,0]
25: [0.784,0.210502758,0,0.005497242,0,0,0]
30: [0.736,0.248514336,0,0.014379546,0,0.001106119,0]
35: [0.736,0.247525955,0,0.01520681,0,0.001267234,0]
40: [0.68,0.284017926,0,0.027346376,0,0.008635698,0]
45: [0.68,0.27628055,0,0.036224686,0,0.007494762,0]
50: [0.608,0.340326974,0,0.045593846,0,0.006079179,0]
55: [0.608,0.29683551,0,0.087700609,0,0.007463882,0]
60: [0.496,0.360053713,0,0.11515703,0,0.023991048,0.00479821]
65: [0.496,0.300458116,0.011002264,0.148530564,0,0.025148032,0.018861024]
70: [0.448,0.146600252,0,0.292858435,0.025102152,0.043719581,0.043719581]
75: [0.448,0.096128797,0.03419034,0.312534777,0.040765406,0.068380681,0]
80: [0.448,0.00546108,0.094593274,0.284655687,0.125248502,0.014013818,0.028027637]
85: [0.448,0.064405801,0.117022608,0.230523702,0.130296006,0,0.009751884]
90: [0.448,0.048187994,0.174791921,0.185073798,0.143946287,0,0]

