0: [0.739,0.242744422,0,0.009127789,0,0.009127789,0]
5: [0.739,0.251060852,0,0.009939148,0,0,0]
10: [0.811,0.189,0,0,0,0,0]
15: [0.811,0.18521194,0,0.00189403,0,0.00189403,0]
20: [0.757,0.23025257,0,0.01274743,0,0,0]
25: [0.757,0.236815603,0,0.006184397,0,0,0]
30: [0.703,0.279578628,0,0.016176989,0,0.001244384,0]
35: [0.703,0.2784667,0,0.017107662,0,0.001425639,0]
40: [0.64,0.319520166,0,0.030764673,0,0.00971516,0]
45: [0.64,0.310815619,0,0.040752772,0,0.008431608,0]
50: [0.559,0.382867845,0,0.051293077,0,0.006839077,0]
55: [0.559,0.333939948,0,0.098663185,0,0.008396867,0]
60: [0.433,0.405060427,0,0.129551658,0,0.026989929,0.005397986]
65: [0.433,0.338015381,0.012377547,0.167096885,0,0.028291536,0.021218652]
70: [0.379,0.164925284,0,0.32946574,0.028239921,0.049184528,0.049184528]
75: [0.379,0.108144896,0.038464133,0.351601624,0.045861081,0.076928266,0]
80: [0.379,0.006143715,0.106417434,0.320237648,0.140904565,0.015765546,0.031531091]
85: [0.379,0.072456526,0.131650434,0.259339164,0.146583006,0,0.01097087]
90: [0.379,0.054211493,0.196640911,0.208208023,0.161939573,0,0]
