0: [0.884,0.10788641,0,0.004056795,0,0.004056795,0]
5: [0.884,0.111582601,0,0.004417399,0,0,0]
10: [0.916,0.084,0,0,0,0,0]
15: [0.916,0.082316418,0,0.000841791,0,0.000841791,0]
20: [0.892,0.102334476,0,0.005665524,0,0,0]
25: [0.892,0.105251379,0,0.002748621,0,0,0]
30: [0.868,0.124257168,0,0.007189773,0,0.00055306,0]
35: [0.868,0.123762978,0,0.007603405,0,0.000633617,0]
40: [0.84,0.142008963,0,0.013673188,0,0.004317849,0]
45: [0.84,0.138140275,0,0.018112343,0,0.003747381,0]
50: [0.804,0.170163487,0,0.022796923,0,0.00303959,0]
55: [0.804,0.148417755,0,0.043850304,0,0.003731941,0]
60: [0.748,0.180026856,0,0.057578515,0,0.011995524,0.002399105]
65: [0.748,0.150229058,0.005501132,0.074265282,0,0.012574016,0.009430512]
70: [0.724,0.073300126,0,0.146429218,0.012551076,0.02185979,0.02185979]
75: [0.724,0.048064398,0.01709517,0.156267388,0.020382703,0.03419034,0]
80: [0.724,0.00273054,0.047296637,0.142327844,0.062624251,0.007006909,0.014013818]
85: [0.724,0.0322029,0.058511304,0.115261851,0.065148003,0,0.004875942]
90: [0.724,0.024093997,0.08739596,0.092536899,0.071973144,0,0]



