0: [0.913,0.080914807,0,0.003042596,0,0.003042596,0]
5: [0.913,0.083686951,0,0.003313049,0,0,0]
10: [0.937,0.063,0,0,0,0,0]
15: [0.937,0.061737313,0,0.000631343,0,0.000631343,0]
20: [0.919,0.076750857,0,0.004249143,0,0,0]
25: [0.919,0.078938534,0,0.002061466,0,0,0]
30: [0.901,0.093192876,0,0.00539233,0,0.000414795,0]
35: [0.901,0.092822233,0,0.005702554,0,0.000475213,0]
40: [0.88,0.106506722,0,0.010254891,0,0.003238387,0]
45: [0.88,0.103605206,0,0.013584257,0,0.002810536,0]
50: [0.853,0.127622615,0,0.017097692,0,0.002279692,0]
55: [0.853,0.111313316,0,0.032887728,0,0.002798956,0]
60: [0.811,0.135020142,0,0.043183886,0,0.008996643,0.001799329]
65: [0.811,0.112671794,0.004125849,0.055698962,0,0.009430512,0.007072884]
70: [0.793,0.054975095,0,0.109821913,0.009413307,0.016394843,0.016394843]
75: [0.793,0.036048299,0.012821378,0.117200541,0.015287027,0.025642755,0]
80: [0.793,0.002047905,0.035472478,0.106745883,0.046968188,0.005255182,0.010510364]
85: [0.793,0.024152175,0.043883478,0.086446388,0.048861002,0,0.003656957]
90: [0.793,0.018070498,0.06554697,0.069402674,0.053979858,0,0]
