tick,date,agents in quarantine,average age,SUSCEPTIBLE,EXPOSED,ASYMPTOMATIC,PREINFECTED,INFECTED,HOSPITALIZING,VENTILATING,RECOVERED,DEAD
144,2020-02-24,0,N/A,0,0,0,0,0,0,0,0,0
288,2020-02-25,0,N/A,0,0,0,0,0,0,0,0,0
432,2020-02-26,0,N/A,0,0,0,0,0,0,0,0,0
576,2020-02-27,0,N/A,0,0,0,0,0,0,0,0,0
720,2020-02-28,0,N/A,0,0,0,0,0,0,0,0,0
864,2020-02-29,0,N/A,0,0,0,0,0,0,0,0,0
1008,2020-03-01,1,44.0,0,0,0,0,0,0,0,1,0
1152,2020-03-02,2,42.5,0,0,0,0,0,0,0,2,0
1296,2020-03-03,2,42.5,0,0,0,0,0,0,0,2,0
1440,2020-03-04,2,42.5,0,0,0,0,0,0,0,2,0
1584,2020-03-05,2,42.5,0,0,0,0,0,0,0,2,0
1728,2020-03-06,2,42.5,0,0,0,0,0,0,0,2,0
1872,2020-03-07,2,42.5,0,0,0,0,0,0,0,2,0
2016,2020-03-08,3,49.6667,0,0,0,0,1,0,0,2,0
2160,2020-03-09,5,52.8,0,0,0,0,0,2,0,3,0
2304,2020-03-10,6,54.5,0,0,0,0,0,2,0,4,0
2448,2020-03-11,8,53.25,0,0,0,0,1,2,0,5,0
2592,2020-03-12,8,53.25,0,0,0,0,1,2,0,5,0
2736,2020-03-13,8,53.25,0,0,0,0,1,2,0,5,0
2880,2020-03-14,9,52.3333,0,0,0,0,1,3,0,5,0
3024,2020-03-15,10,52.1,0,0,0,0,2,3,0,5,0
3168,2020-03-16,13,50.5385,0,0,0,0,2,5,0,6,0
3312,2020-03-17,17,50.1176,0,0,0,0,3,7,0,7,0
3456,2020-03-18,20,48.25,0,0,0,0,1,7,0,12,0
3600,2020-03-19,24,46.25,0,0,0,0,0,8,1,15,0
3744,2020-03-20,28,46.0,0,0,0,0,2,9,1,16,0
3888,2020-03-21,38,45.2632,0,0,0,0,3,12,0,23,0
4032,2020-03-22,46,43.9565,0,0,0,0,5,11,0,30,0
