tick,date,agents in quarantine,average age,SUSCEPTIBLE,EXPOSED,ASYMPTOMATIC,PREINFECTED,INFECTED,HOSPITALIZING,VENTILATING,RECOVERED,DEAD
4176,2020-03-23,152,48.8092,0,0,0,0,17,33,1,97,4
4320,2020-03-24,163,49.0798,0,0,0,0,15,36,3,104,5
4464,2020-03-25,182,48.1044,0,0,0,0,19,37,4,117,5
4608,2020-03-26,188,47.5532,0,0,0,0,12,44,4,124,4
4752,2020-03-27,203,47.532,0,0,0,0,11,47,7,133,5
4896,2020-03-28,209,47.4402,0,0,0,0,13,44,8,139,5
5040,2020-03-29,204,47.402,0,0,0,0,9,47,8,136,4
5184,2020-03-30,199,47.4623,0,0,0,0,9,51,7,129,3
5328,2020-03-31,188,46.7606,0,0,0,0,5,54,5,122,2
5472,2020-04-01,179,46.1341,0,0,0,0,3,52,5,117,2
5616,2020-04-02,168,46.125,0,0,0,0,2,46,4,114,2
5760,2020-04-03,160,45.8,0,0,0,0,2,45,4,107,2
5904,2020-04-04,144,45.3194,0,0,0,0,2,39,2,100,1
6048,2020-04-05,129,45.1395,0,0,0,0,3,36,1,88,1
6192,2020-04-06,111,45.009,0,0,0,0,2,28,2,79,0
6336,2020-04-07,99,43.4141,0,0,0,0,1,26,2,70,0
6480,2020-04-08,79,44.1392,0,0,0,0,2,20,1,56,0
6624,2020-04-09,72,43.6806,0,0,0,0,3,18,1,50,0
6768,2020-04-10,54,43.2963,0,0,0,0,1,16,2,35,0
6912,2020-04-11,42,42.5,0,0,0,0,1,12,2,27,0
7056,2020-04-12,36,41.8056,0,0,0,0,0,13,1,22,0
7200,2020-04-13,29,39.7586,0,0,0,0,0,11,1,17,0
7344,2020-04-14,29,41.3793,0,0,0,0,1,6,2,20,0
7488,2020-04-15,27,41.4074,0,0,0,0,1,6,2,18,0
7632,2020-04-16,27,41.4074,0,0,0,0,0,7,2,18,0
7776,2020-04-17,24,42.2083,0,0,0,0,0,6,2,16,0
7920,2020-04-18,20,44.8,0,0,0,0,0,6,2,12,0
8064,2020-04-19,18,45.5556,0,0,0,0,0,5,2,11,0
8208,2020-04-20,19,47.7895,0,0,0,0,1,5,2,11,0
8352,2020-04-21,345,38.8348,258,3,4,1,2,6,2,69,0
8496,2020-04-22,622,39.6254,495,2,5,2,0,5,1,112,0
8640,2020-04-23,617,39.6418,494,2,5,1,1,4,0,110,0
8784,2020-04-24,617,39.6418,493,3,2,1,1,4,0,113,0
8928,2020-04-25,713,39.69,588,3,2,1,1,3,0,115,0
9072,2020-04-26,1068,40.132,877,6,5,0,5,4,0,171,0
9216,2020-04-27,1070,40.1224,878,4,5,1,2,4,0,176,0
9360,2020-04-28,1068,40.1152,878,3,6,0,2,3,0,176,0
9504,2020-04-29,816,40.2451,677,2,7,0,2,3,0,125,0
9648,2020-04-30,537,39.9069,440,2,4,0,1,3,0,87,0
9792,2020-05-01,537,39.9069,440,0,2,1,0,3,1,90,0
9936,2020-05-02,537,39.8845,441,0,1,0,1,3,1,90,0
10080,2020-05-03,692,39.9277,544,1,2,0,0,3,1,141,0
10224,2020-05-04,885,41.4113,710,1,3,0,0,2,0,169,0
10368,2020-05-05,561,42.9537,460,0,2,0,0,2,0,97,0
10512,2020-05-06,368,40.8288,296,0,1,0,0,0,0,71,0
10656,2020-05-07,368,40.8288,296,0,1,0,0,0,0,71,0
10800,2020-05-08,368,40.7935,296,0,2,0,0,0,0,70,0
10944,2020-05-09,677,40.5258,528,0,2,0,0,0,0,147,0
11088,2020-05-10,599,40.3255,473,1,3,0,0,1,0,121,0
11232,2020-05-11,591,40.4061,469,0,3,1,0,1,0,117,0
11376,2020-05-12,945,40.6656,758,0,2,0,1,1,0,183,0
11520,2020-05-13,945,40.6656,758,0,1,0,1,1,0,184,0
11664,2020-05-14,969,39.9763,779,0,1,0,0,1,0,188,0
11808,2020-05-15,969,39.9763,779,0,1,0,0,0,0,189,0
11952,2020-05-16,968,39.9742,780,0,0,0,0,0,0,188,0
12096,2020-05-17,661,39.8896,548,0,0,0,0,0,0,113,0
12240,2020-05-18,380,39.1789,314,0,0,0,0,0,0,66,0
12384,2020-05-19,380,39.1789,314,0,0,0,0,0,0,66,0
12528,2020-05-20,51,25.6078,43,0,0,0,0,0,0,8,0
12672,2020-05-21,51,25.6078,43,0,0,0,0,0,0,8,0
12816,2020-05-22,26,37.1154,20,0,0,0,0,0,0,6,0
12960,2020-05-23,26,37.1154,20,0,0,0,0,0,0,6,0
13104,2020-05-24,23,36.7826,18,0,0,0,0,0,0,5,0
13248,2020-05-25,23,36.7826,18,0,0,0,0,0,0,5,0
13392,2020-05-26,0,N/A,0,0,0,0,0,0,0,0,0
13536,2020-05-27,0,N/A,0,0,0,0,0,0,0,0,0
13680,2020-05-28,0,N/A,0,0,0,0,0,0,0,0,0
13824,2020-05-29,0,N/A,0,0,0,0,0,0,0,0,0
13968,2020-05-30,0,N/A,0,0,0,0,0,0,0,0,0
14112,2020-05-31,0,N/A,0,0,0,0,0,0,0,0,0
14256,2020-06-01,0,N/A,0,0,0,0,0,0,0,0,0
14400,2020-06-02,0,N/A,0,0,0,0,0,0,0,0,0
14544,2020-06-03,0,N/A,0,0,0,0,0,0,0,0,0
14688,2020-06-04,0,N/A,0,0,0,0,0,0,0,0,0
14832,2020-06-05,0,N/A,0,0,0,0,0,0,0,0,0
14976,2020-06-06,0,N/A,0,0,0,0,0,0,0,0,0
15120,2020-06-07,0,N/A,0,0,0,0,0,0,0,0,0
15264,2020-06-08,0,N/A,0,0,0,0,0,0,0,0,0
15408,2020-06-09,0,N/A,0,0,0,0,0,0,0,0,0
15552,2020-06-10,0,N/A,0,0,0,0,0,0,0,0,0
15696,2020-06-11,0,N/A,0,0,0,0,0,0,0,0,0
15840,2020-06-12,0,N/A,0,0,0,0,0,0,0,0,0
15984,2020-06-13,0,N/A,0,0,0,0,0,0,0,0,0
16128,2020-06-14,0,N/A,0,0,0,0,0,0,0,0,0
16272,2020-06-15,0,N/A,0,0,0,0,0,0,0,0,0
16416,2020-06-16,0,N/A,0,0,0,0,0,0,0,0,0
16560,2020-06-17,0,N/A,0,0,0,0,0,0,0,0,0
16704,2020-06-18,0,N/A,0,0,0,0,0,0,0,0,0
16848,2020-06-19,0,N/A,0,0,0,0,0,0,0,0,0
16992,2020-06-20,0,N/A,0,0,0,0,0,0,0,0,0
17136,2020-06-21,0,N/A,0,0,0,0,0,0,0,0,0
17280,2020-06-22,0,N/A,0,0,0,0,0,0,0,0,0
17424,2020-06-23,0,N/A,0,0,0,0,0,0,0,0,0
17568,2020-06-24,0,N/A,0,0,0,0,0,0,0,0,0
17712,2020-06-25,0,N/A,0,0,0,0,0,0,0,0,0
17856,2020-06-26,0,N/A,0,0,0,0,0,0,0,0,0
18000,2020-06-27,0,N/A,0,0,0,0,0,0,0,0,0
18144,2020-06-28,0,N/A,0,0,0,0,0,0,0,0,0
18288,2020-06-29,0,N/A,0,0,0,0,0,0,0,0,0
18432,2020-06-30,0,N/A,0,0,0,0,0,0,0,0,0
