tick,date,agents in quarantine,average age,SUSCEPTIBLE,EXPOSED,ASYMPTOMATIC,PREINFECTED,INFECTED,HOSPITALIZING,VENTILATING,RECOVERED,DEAD
144,2020-02-24,0,N/A,0,0,0,0,0,0,0,0,0
288,2020-02-25,0,N/A,0,0,0,0,0,0,0,0,0
432,2020-02-26,0,N/A,0,0,0,0,0,0,0,0,0
576,2020-02-27,0,N/A,0,0,0,0,0,0,0,0,0
720,2020-02-28,0,N/A,0,0,0,0,0,0,0,0,0
864,2020-02-29,0,N/A,0,0,0,0,0,0,0,0,0
1008,2020-03-01,1,34.0,0,0,0,0,0,0,0,1,0
1152,2020-03-02,1,34.0,0,0,0,0,0,0,0,1,0
1296,2020-03-03,1,34.0,0,0,0,0,0,0,0,1,0
1440,2020-03-04,1,34.0,0,0,0,0,0,0,0,1,0
1584,2020-03-05,2,35.0,0,0,0,0,0,0,0,2,0
1728,2020-03-06,2,35.0,0,0,0,0,0,0,0,2,0
1872,2020-03-07,2,35.0,0,0,0,0,0,0,0,2,0
2016,2020-03-08,2,35.0,0,0,0,0,0,0,0,2,0
2160,2020-03-09,2,35.0,0,0,0,0,0,0,0,2,0
2304,2020-03-10,2,35.0,0,0,0,0,0,0,0,2,0
2448,2020-03-11,3,40.0,0,0,0,0,1,0,0,2,0
2592,2020-03-12,6,44.5,0,0,0,0,1,0,0,5,0
2736,2020-03-13,9,42.4444,0,0,0,0,1,0,0,8,0
2880,2020-03-14,17,42.5882,0,0,0,0,1,2,0,14,0
3024,2020-03-15,22,46.5,0,0,0,0,2,3,0,17,0
3168,2020-03-16,27,46.3333,0,0,0,0,4,3,0,20,0
3312,2020-03-17,33,45.5455,0,0,0,0,3,5,1,24,0
3456,2020-03-18,36,44.2778,0,0,0,0,4,5,1,26,0
3600,2020-03-19,42,42.3095,0,0,0,0,3,6,1,32,0
3744,2020-03-20,52,43.4423,0,0,0,0,4,9,1,38,0
3888,2020-03-21,61,44.0328,0,0,0,0,8,11,1,41,0
4032,2020-03-22,65,43.1692,0,0,0,0,8,12,0,45,0
